image_uid,model,top1,top2,top3,top4,top5,p1,p2,p3,p4,p5,entropy
img_0322,resnet50,lab coat,Windsor tie,bow tie,suit,oboe,0.055433109402656555,0.02787351794540882,0.02712167613208294,0.02412251941859722,0.018315637484192848,6.05728816986084
img_0323,resnet50,cuirass,thatch,fountain,mask,prison,0.0771140307188034,0.023289894685149193,0.018387876451015472,0.018387876451015472,0.01693970523774624,6.02638053894043
img_0324,resnet50,slot,loudspeaker,stage,scoreboard,spotlight,0.5138622522354126,0.0018824614817276597,0.0018352663610130548,0.0016259558033198118,0.001480449573136866,4.02696418762207
img_0325,resnet50,street sign,restaurant,toyshop,traffic light,tobacco shop,0.08657445013523102,0.02676718309521675,0.022496245801448822,0.022147472947835922,0.021215980872511864,6.069477081298828
img_0326,resnet50,brassiere,bikini,maillot,gown,maillot tank suit,0.13779783248901367,0.07882213592529297,0.07669604569673538,0.029110534116625786,0.02032242715358734,5.363290786743164
img_0327,resnet50,palace,bell cote,fountain,mosque,obelisk,0.42157551646232605,0.03354033827781677,0.019373783841729164,0.01625075750052929,0.009703771211206913,4.320419788360596
img_0328,resnet50,pizza,trifle,French loaf,hognose snake,Dutch oven,0.7119706869125366,0.0013637308729812503,0.0012587839737534523,0.0010569014120846987,0.0010364589979872108,2.5798845291137695
img_0329,resnet50,soccer ball,golf ball,whistle,Tibetan terrier,croquet ball,0.5255063772201538,0.0010425880318507552,0.0010314482497051358,0.0010284308809787035,0.000987102510407567,3.9603490829467773
img_0330,resnet50,maillot,ping-pong ball,rugby ball,horizontal bar,mountain bike,0.13730782270431519,0.08761975914239883,0.02656639739871025,0.023307792842388153,0.020892972126603127,5.530642509460449
img_0331,resnet50,ballplayer,ping-pong ball,racket,rugby ball,tennis ball,0.07885567098855972,0.07763312757015228,0.03996210917830467,0.03338959068059921,0.031122522428631783,5.542834281921387
img_0332,resnet50,handkerchief,wool,volcano,velvet,coral reef,0.0733201876282692,0.06996261328458786,0.06521232426166534,0.05643656104803085,0.025239991024136543,5.5333662033081055
img_0333,resnet50,barbell,horizontal bar,volleyball,ballplayer,tennis ball,0.6525557637214661,0.010203119367361069,0.006549142766743898,0.004527606535702944,0.003602679120376706,2.9493768215179443
img_0334,resnet50,assault rifle,rifle,military uniform,revolver,bulletproof vest,0.17605046927928925,0.13340997695922852,0.1154567152261734,0.0090080127120018,0.005337070673704147,4.966557025909424
img_0335,resnet50,alp,valley,volcano,mountain bike,cliff,0.17480534315109253,0.1404600441455841,0.0687226802110672,0.036073122173547745,0.030614860355854034,4.996886730194092
img_0336,resnet50,meat loaf,plate,mashed potato,French loaf,zucchini,0.3375263214111328,0.03861631080508232,0.0383157953619957,0.02892228029668331,0.01123798731714487,4.757040977478027
img_0337,resnet50,pedestal,fountain,brass,flagpole,sundial,0.24363292753696442,0.05674862861633301,0.008484498597681522,0.00651800911873579,0.006479929201304913,5.385598182678223
img_0338,resnet50,triumphal arch,monastery,palace,vault,bell cote,0.11399099230766296,0.09450184553861618,0.07417535781860352,0.028263980522751808,0.021376481279730797,5.607540130615234
img_0339,resnet50,seashore,sandbar,promontory,lakeside,bikini,0.6999292969703674,0.05251692980527878,0.01402474194765091,0.00600844994187355,0.00449134036898613,2.336221218109131
img_0340,resnet50,burrito,plate,potpie,guacamole,corn,0.5586411952972412,0.007663317024707794,0.005329000297933817,0.004469973035156727,0.002827448071911931,3.681596040725708
img_0341,resnet50,palace,dome,church,fountain,jigsaw puzzle,0.38249003887176514,0.13691480457782745,0.034617483615875244,0.0069239321164786816,0.005487989634275436,4.087276458740234
img_0342,resnet50,football helmet,rugby ball,ballplayer,basketball,puck,0.20123063027858734,0.013455306179821491,0.008370923809707165,0.00789453275501728,0.006647862959653139,5.919252872467041
img_0000,convnext_tiny,maillot,brassiere,maillot tank suit,bikini,sarong,0.15485942363739014,0.1500948965549469,0.12838296592235565,0.07756463438272476,0.043340183794498444,4.215144634246826
img_0001,convnext_tiny,microphone,face powder,hand blower,lipstick,hair spray,0.8828171491622925,0.018322285264730453,0.00973089225590229,0.0043860566802322865,0.003855591407045722,0.9494650959968567
img_0002,convnext_tiny,fur coat,brassiere,hair spray,wig,maillot,0.24866215884685516,0.0417182594537735,0.034585654735565186,0.02768200822174549,0.02233017608523369,4.705480575561523
img_0003,convnext_tiny,suit,Windsor tie,bolo tie,neck brace,bow tie,0.27176886796951294,0.23154997825622559,0.058089397847652435,0.030254334211349487,0.02265945076942444,3.7766661643981934
img_0004,convnext_tiny,cowboy hat,sombrero,harmonica,pencil sharpener,lighter,0.629972517490387,0.164338156580925,0.012044942937791348,0.008709602989256382,0.004518482368439436,2.1431679725646973
img_0005,convnext_tiny,cowboy hat,sombrero,accordion,banjo,flute,0.4844580888748169,0.12490609288215637,0.06505405157804489,0.03335639834403992,0.016642127186059952,2.9967947006225586
img_0006,convnext_tiny,bow tie,suit,bassoon,oboe,cornet,0.7418172955513,0.029792577028274536,0.017175396904349327,0.010832387022674084,0.0076663256622850895,2.065337896347046
img_0007,convnext_tiny,hammer,microphone,Band Aid,suit,bassoon,0.14639374613761902,0.07928259670734406,0.043613310903310776,0.04129225015640259,0.037744175642728806,4.540841102600098
img_0008,convnext_tiny,Windsor tie,suit,oboe,bassoon,ping-pong ball,0.33717358112335205,0.21099784970283508,0.04220221936702728,0.029577210545539856,0.017592504620552063,3.4493627548217773
img_0009,convnext_tiny,Windsor tie,suit,oboe,bolo tie,sax,0.45296841859817505,0.2224906086921692,0.027523526921868324,0.008728587999939919,0.008041152730584145,3.011113166809082
img_0010,convnext_tiny,Windsor tie,suit,bolo tie,notebook,bow tie,0.4669947624206543,0.24417388439178467,0.028598356992006302,0.009087182581424713,0.008842071518301964,2.7900352478027344
img_0011,convnext_tiny,Windsor tie,suit,flagpole,bow tie,parachute,0.18490052223205566,0.1663924604654312,0.14288005232810974,0.049960073083639145,0.01465324405580759,4.268125057220459
img_0012,convnext_tiny,German shepherd,malinois,bulletproof vest,Leonberg,dingo,0.7459025979042053,0.04291091859340668,0.01106356829404831,0.007968788966536522,0.005339553114026785,2.0134506225585938
img_0013,convnext_tiny,suit,Windsor tie,bow tie,oboe,bassoon,0.4705328643321991,0.09265341609716415,0.08113003522157669,0.03832311928272247,0.024840107187628746,3.0414907932281494
img_0014,convnext_tiny,bow tie,suit,oboe,bassoon,bolo tie,0.3026867210865021,0.11178803443908691,0.011874783784151077,0.009430492296814919,0.0076519763097167015,4.8256120681762695
img_0015,convnext_tiny,ping-pong ball,bow tie,pick,shower cap,Band Aid,0.06856416910886765,0.05574227496981621,0.05445100739598274,0.04621196910738945,0.04273908585309982,5.19790506362915
img_0016,convnext_tiny,microphone,syringe,pick,safety pin,lipstick,0.5862644910812378,0.05804804712533951,0.03733251988887787,0.02918838895857334,0.02506386861205101,2.5433168411254883
img_0017,convnext_tiny,suit,Windsor tie,gown,bow tie,overskirt,0.29262736439704895,0.18673327565193176,0.036199893802404404,0.034542180597782135,0.027432061731815338,3.871198892593384
img_0018,convnext_tiny,iPod,cellular telephone,hand-held computer,stopwatch,stage,0.6832794547080994,0.08892928063869476,0.00789292249828577,0.003999938722699881,0.0029783130157738924,2.2919020652770996
img_0019,convnext_tiny,plunger,revolver,nipple,barbershop,microphone,0.10246932506561279,0.049744863063097,0.0437285415828228,0.030646922066807747,0.02377479523420334,5.228063106536865
img_0020,convnext_tiny,bow tie,Windsor tie,suit,stage,microphone,0.17265790700912476,0.10309874266386032,0.06787844002246857,0.0660475343465805,0.04927446320652962,4.2425923347473145
img_0021,convnext_tiny,basketball,maillot,jersey,whistle,maillot tank suit,0.7004333734512329,0.1246035099029541,0.008479375392198563,0.00681336922571063,0.003439385909587145,1.9331974983215332
img_0022,convnext_tiny,ballplayer,baseball,rugby ball,whistle,flute,0.6280574798583984,0.18710952997207642,0.02066764049232006,0.0051045469008386135,0.0037859755102545023,2.0051517486572266
img_0023,convnext_tiny,wig,brassiere,neck brace,hair spray,feather boa,0.3554784655570984,0.03398123383522034,0.02353811264038086,0.020772311836481094,0.012452260591089725,4.418752670288086
img_0024,convnext_tiny,sports car,convertible,car wheel,racer,pickup,0.1903483122587204,0.18739722669124603,0.18377265334129333,0.07425086200237274,0.06277021020650864,3.4455552101135254
img_0025,convnext_tiny,cuirass,tench,bulletproof vest,breastplate,coho,0.8117193579673767,0.008774159476161003,0.008774159476161003,0.007475676480680704,0.005058296024799347,1.6036683320999146
img_0026,convnext_tiny,notebook,hard disc,modem,iPod,laptop,0.49394285678863525,0.09244728088378906,0.0632903128862381,0.06279779225587845,0.05105424299836159,2.872850179672241
img_0027,convnext_tiny,suit,Windsor tie,mask,bow tie,wool,0.2766321003437042,0.09979891031980515,0.05279616266489029,0.05117179453372955,0.03067566640675068,4.146916389465332
img_0028,convnext_tiny,ice lolly,nipple,lipstick,bathtub,maraca,0.6672425270080566,0.1035311296582222,0.020070426166057587,0.014741308055818081,0.00580670265480876,2.1537070274353027
img_0029,convnext_tiny,jersey,hammer,oboe,bow tie,bassoon,0.5393030643463135,0.027379894629120827,0.01634928025305271,0.009743552654981613,0.009351999498903751,3.2838194370269775
img_0030,convnext_tiny,palace,dome,triumphal arch,bell cote,pedestal,0.8350959420204163,0.009097643196582794,0.008546445518732071,0.00812328141182661,0.004076671786606312,1.4244325160980225
img_0031,convnext_tiny,paintbrush,piggy bank,jigsaw puzzle,meat loaf,screwdriver,0.295666366815567,0.10583570599555969,0.04144585505127907,0.02218437008559704,0.020357519388198853,4.277488708496094
img_0032,convnext_tiny,fountain,palace,pier,obelisk,candle,0.8462286591529846,0.009400751441717148,0.0073499674908816814,0.005398397333920002,0.0046537090092897415,1.3044147491455078
img_0033,convnext_tiny,Windsor tie,lab coat,suit,bow tie,military uniform,0.2031051367521286,0.19917672872543335,0.10333152115345001,0.05487895756959915,0.011570854112505913,4.1685791015625
img_0034,convnext_tiny,Dutch oven,potpie,frying pan,French loaf,dough,0.6245109438896179,0.1283726841211319,0.06135375425219536,0.04401916265487671,0.0026435561012476683,2.0871694087982178
img_0035,convnext_tiny,pedestal,fireboat,schooner,sarong,pier,0.6843350529670715,0.020107721909880638,0.014653770253062248,0.01303333230316639,0.011866984888911247,2.271031379699707
img_0036,convnext_tiny,crash helmet,moped,motor scooter,stretcher,military uniform,0.41665250062942505,0.09517240524291992,0.07617504149675369,0.04323401302099228,0.017743201926350594,3.4674675464630127
img_0037,convnext_tiny,potter's wheel,mortar,quill,Band Aid,waffle iron,0.6633296012878418,0.03163623809814453,0.021743247285485268,0.013820848427712917,0.010721724480390549,2.4850261211395264
img_0038,convnext_tiny,suit,Windsor tie,lab coat,hand-held computer,notebook,0.4400998651981354,0.32961955666542053,0.009953648783266544,0.008887607604265213,0.008513806387782097,2.4350321292877197
img_0039,convnext_tiny,Windsor tie,suit,oboe,bassoon,cornet,0.6303721070289612,0.1778046190738678,0.007454443722963333,0.004076727665960789,0.003137969644740224,2.1424014568328857
img_0040,convnext_tiny,sorrel,worm fence,muzzle,bath towel,cowboy hat,0.49871835112571716,0.046207182109355927,0.005749718751758337,0.0045484015718102455,0.0038003318477422,3.905963659286499
img_0041,convnext_tiny,mixing bowl,bakery,spatula,plate,eggnog,0.21872243285179138,0.21449194848537445,0.10955177992582321,0.037127796560525894,0.031757090240716934,3.7695231437683105
img_0042,convnext_tiny,paddle,canoe,yawl,schooner,gondola,0.4772685170173645,0.12547942996025085,0.033904511481523514,0.010219822637736797,0.006235063076019287,3.4843244552612305
img_0043,convnext_tiny,valley,unicycle,jeep,cliff dwelling,Arabian camel,0.0836314782500267,0.05112289637327194,0.04897273704409599,0.04188860207796097,0.03379017114639282,5.539691925048828
img_0044,convnext_tiny,ox,oxcart,Great Dane,rapeseed,American Staffordshire terrier,0.8882544040679932,0.029806513339281082,0.0025690984912216663,0.0022017627488821745,0.0015102950856089592,0.9540286064147949
img_0045,convnext_tiny,German short-haired pointer,Staffordshire bullterrier,boxer,Norfolk terrier,toy terrier,0.3659422993659973,0.06408998370170593,0.049524903297424316,0.04781404882669449,0.035532381385564804,3.648146629333496
img_0046,convnext_tiny,strainer,eggnog,mixing bowl,caldron,consomme,0.4770047962665558,0.16040194034576416,0.066865473985672,0.050275932997465134,0.025879833847284317,2.596863031387329
img_0047,convnext_tiny,window screen,shower curtain,suit,mortarboard,prison,0.05389393866062164,0.04296799376606941,0.04116081818938255,0.023868625983595848,0.021312283352017403,5.792611122131348
img_0048,convnext_tiny,ballplayer,gasmask,oxygen mask,ski mask,assault rifle,0.2112700641155243,0.20718373358249664,0.10097328573465347,0.06393230706453323,0.01875128410756588,3.814955711364746
img_0049,convnext_tiny,space shuttle,missile,projectile,cauliflower,matchstick,0.7541410326957703,0.0030342198442667723,0.0018118155421689153,0.001092501450330019,0.0010861188638955355,2.230438232421875
img_0050,convnext_tiny,worm fence,alp,mountain bike,valley,cowboy boot,0.21199902892112732,0.12511557340621948,0.0680241659283638,0.03815809637308121,0.02602156065404415,4.323153495788574
img_0051,convnext_tiny,tabby,tiger cat,Egyptian cat,space heater,quilt,0.3511739671230316,0.23576705157756805,0.18650707602500916,0.02399122156202793,0.022188251838088036,2.6203389167785645
img_0052,convnext_tiny,golden retriever,tennis ball,soccer ball,Tibetan terrier,Rhodesian ridgeback,0.8127801418304443,0.01972152478992939,0.0039910501800477505,0.003808286739513278,0.0034204002004116774,1.6196484565734863
img_0053,convnext_tiny,lighter,cowboy hat,matchstick,Band Aid,candle,0.10814948379993439,0.051486872136592865,0.03947635367512703,0.03871281445026398,0.03826179355382919,5.285487174987793
img_0054,convnext_tiny,jersey,neck brace,sweatshirt,hair spray,abaya,0.44355252385139465,0.062176212668418884,0.029369963333010674,0.01816512830555439,0.015782136470079422,3.6891067028045654
img_0055,convnext_tiny,suit,bow tie,Windsor tie,oboe,Band Aid,0.31185010075569153,0.07436079531908035,0.044576648622751236,0.041712626814842224,0.03753730282187462,4.109872817993164
img_0056,convnext_tiny,Brabancon griffon,affenpinscher,Yorkshire terrier,sweatshirt,jersey,0.2480737566947937,0.11313364654779434,0.05261203274130821,0.01875939778983593,0.018360663205385208,4.571938514709473
img_0057,convnext_tiny,wig,brassiere,neck brace,stethoscope,stole,0.6400125026702881,0.023403696715831757,0.018441669642925262,0.012924748472869396,0.012824167497456074,2.549875259399414
img_0058,convnext_tiny,face powder,brassiere,wig,lipstick,neck brace,0.3357052505016327,0.13670100271701813,0.09693551808595657,0.06089811772108078,0.029679372906684875,3.396280527114868
img_0059,convnext_tiny,Windsor tie,suit,bow tie,microphone,groom,0.28699028491973877,0.13037121295928955,0.08158422261476517,0.0388399101793766,0.030485795810818672,3.984421968460083
img_0060,convnext_tiny,ping-pong ball,stethoscope,lemon,pick,puck,0.36209923028945923,0.06672048568725586,0.023148229345679283,0.020994532853364944,0.011414529755711555,4.290395736694336
img_0061,convnext_tiny,basketball,tennis ball,parallel bars,whistle,volleyball,0.951736569404602,0.0005233153351582587,0.00047185347648337483,0.00031524442601948977,0.0002984674065373838,0.518598198890686
img_0062,convnext_tiny,torch,lab coat,cellular telephone,Windsor tie,hand-held computer,0.324907124042511,0.1209355890750885,0.06372857838869095,0.027302462607622147,0.018764689564704895,3.9817118644714355
img_0064,convnext_tiny,dial telephone,Windsor tie,suit,handkerchief,coffee mug,0.43507635593414307,0.1468753218650818,0.06992313265800476,0.01635071262717247,0.01628696732223034,3.159982919692993
img_0065,convnext_tiny,monitor,desktop computer,screen,notebook,desk,0.22079919278621674,0.18376539647579193,0.08545884490013123,0.0754171684384346,0.05203627794981003,3.5613455772399902
img_0066,convnext_tiny,rubber eraser,dumbbell,hotdog,sunscreen,Band Aid,0.15706217288970947,0.14300674200057983,0.0805334746837616,0.06471046805381775,0.03924887999892235,4.310276985168457
img_0067,convnext_tiny,plate,burrito,cucumber,guacamole,hotdog,0.3979920446872711,0.17050689458847046,0.09677314758300781,0.08640868961811066,0.03940654918551445,2.7195122241973877
img_0068,convnext_tiny,cowboy hat,mortarboard,sombrero,military uniform,academic gown,0.6625422835350037,0.03841423615813255,0.02877093479037285,0.022494522854685783,0.01595100574195385,2.3996622562408447
img_0069,convnext_tiny,Windsor tie,suit,wig,bow tie,bolo tie,0.07290442287921906,0.07177414000034332,0.06383724510669708,0.028773702681064606,0.023030180484056473,5.282855987548828
img_0070,convnext_tiny,cardigan,Windsor tie,suit,wool,barbell,0.15936179459095,0.0801321417093277,0.05839736759662628,0.03697490692138672,0.02890879288315773,4.836662292480469
img_0071,convnext_tiny,necklace,vase,loudspeaker,safety pin,hook,0.7948036193847656,0.0708189308643341,0.005418471526354551,0.0038422716315835714,0.00302763725630939,1.4609944820404053
img_0072,convnext_tiny,fire engine,tow truck,fireboat,dalmatian,stretcher,0.8579434156417847,0.0012823300203308463,0.0010925588430836797,0.0006086947396397591,0.0005602085147984326,1.3763327598571777
img_0073,convnext_tiny,pot,greenhouse,bee,daisy,sulphur butterfly,0.11249414086341858,0.10526646673679352,0.07731601595878601,0.056786999106407166,0.05397527664899826,4.721811294555664
img_0074,convnext_tiny,acoustic guitar,electric guitar,pick,face powder,toilet seat,0.7875722050666809,0.00846340786665678,0.0033337948843836784,0.0017809701384976506,0.0017295501893386245,1.9235129356384277
img_0075,convnext_tiny,bow,wool,overskirt,velvet,cloak,0.49792757630348206,0.1081058531999588,0.04087238386273384,0.03537210077047348,0.034017015248537064,3.1179685592651367
img_0076,convnext_tiny,sombrero,cowboy hat,acoustic guitar,maraca,banjo,0.752487301826477,0.02044861949980259,0.019060209393501282,0.014556994661688805,0.01330617070198059,1.8505277633666992
img_0077,convnext_tiny,hair slide,hook,whistle,corkscrew,buckle,0.4587728679180145,0.14778266847133636,0.024124857038259506,0.021457092836499214,0.016841866075992584,3.1985974311828613
img_0078,convnext_tiny,Windsor tie,suit,bolo tie,television,notebook,0.41087111830711365,0.3583681583404541,0.006865320261567831,0.003957852255553007,0.0035826119128614664,2.5754833221435547
img_0079,convnext_tiny,suit,bow tie,Windsor tie,lab coat,oboe,0.26315200328826904,0.2580621838569641,0.1030518040060997,0.041312672197818756,0.01826091669499874,3.28377628326416
img_0080,convnext_tiny,hair slide,wig,face powder,shower cap,neck brace,0.40715306997299194,0.06317495554685593,0.042579662054777145,0.02937908098101616,0.029150454327464104,3.60101318359375
img_0081,convnext_tiny,ox,gazelle,bighorn,impala,water buffalo,0.4109612703323364,0.21320389211177826,0.03974807634949684,0.03763272240757942,0.030238743871450424,2.970202922821045
img_0082,convnext_tiny,seat belt,car mirror,sunglass,sunglasses,minivan,0.3051600456237793,0.2640939950942993,0.09091262519359589,0.049816008657217026,0.015614190138876438,3.225940227508545
img_0083,convnext_tiny,banjo,oboe,stage,acoustic guitar,wig,0.09897062927484512,0.06775625795125961,0.052975162863731384,0.04861273989081383,0.035985078662633896,4.901655197143555
img_0084,convnext_tiny,assault rifle,rifle,prairie chicken,black grouse,revolver,0.12052810937166214,0.10309315472841263,0.020339934155344963,0.013709031976759434,0.012753289192914963,5.550899982452393
img_0085,convnext_tiny,Band Aid,paintbrush,groom,harmonica,ice lolly,0.08931687474250793,0.0671570673584938,0.055675163865089417,0.047807879745960236,0.046700410544872284,5.001255989074707
img_0086,convnext_tiny,coral reef,brain coral,sea anemone,coral fungus,velvet,0.31746554374694824,0.28235968947410583,0.037915851920843124,0.0313107967376709,0.025957563892006874,3.3266451358795166
img_0087,convnext_tiny,tiger,tiger cat,lynx,jaguar,tabby,0.7478644251823425,0.1264539211988449,0.0009431220241822302,0.0008004173287190497,0.0006539198802784085,1.59739089012146
img_0088,convnext_tiny,rocking chair,drum,cradle,drumstick,electric guitar,0.3392687439918518,0.1376134753227234,0.030705716460943222,0.026782000437378883,0.014363398775458336,3.926821231842041
img_0089,convnext_tiny,lycaenid,ringlet,sulphur butterfly,cabbage butterfly,lacewing,0.6428835391998291,0.009314651601016521,0.007017348427325487,0.005015072878450155,0.001013910979963839,3.059157609939575
img_0090,convnext_tiny,microphone,bow tie,hair spray,wig,bassoon,0.12727245688438416,0.11498108506202698,0.06035454943776131,0.04830717667937279,0.02709786966443062,4.744876384735107
img_0091,convnext_tiny,lab coat,beaker,notebook,laptop,printer,0.3812098503112793,0.04903668537735939,0.026350177824497223,0.023163290694355965,0.017621701583266258,4.0462775230407715
img_0092,convnext_tiny,macaque,patas,guenon,titi,langur,0.5308665633201599,0.1412161886692047,0.050549257546663284,0.03276478871703148,0.012387627735733986,2.783276319503784
img_0093,convnext_tiny,hare,wood rabbit,mink,fox squirrel,Angora,0.3671957850456238,0.28709161281585693,0.001625756616704166,0.0015407392056658864,0.0015006453031674027,3.4641387462615967
img_0094,convnext_tiny,analog clock,matchstick,magnetic compass,lighter,rule,0.22063304483890533,0.10022708028554916,0.07928615063428879,0.04277166724205017,0.03672773391008377,4.287955284118652
img_0095,convnext_tiny,coyote,red wolf,dhole,grey fox,timber wolf,0.7455962896347046,0.022339843213558197,0.009440828114748001,0.009008500725030899,0.005379221402108669,2.151810646057129
img_0096,convnext_tiny,bald eagle,kite,vulture,black grouse,magpie,0.7809836864471436,0.0025596003979444504,0.0010341720189899206,0.0008432426839135587,0.0005915597430430353,2.0219109058380127
img_0097,convnext_tiny,African elephant,tusker,Indian elephant,zebra,lion,0.43153658509254456,0.3048122525215149,0.053592801094055176,0.0011956385569646955,0.0009284401894547045,2.6443228721618652
img_0098,convnext_tiny,king penguin,killer whale,American coot,bulbul,ashcan,0.7662258148193359,0.0010008523240685463,0.0009112863335758448,0.0006752294139005244,0.0006287686992436647,2.147024393081665
img_0099,convnext_tiny,hammerhead,tiger shark,dugong,great white shark,killer whale,0.3269819915294647,0.24875478446483612,0.048601534217596054,0.03250231593847275,0.019256984815001488,3.5271425247192383
img_0100,convnext_tiny,garter snake,thunder snake,night snake,sidewinder,ringneck snake,0.5039470195770264,0.0917755663394928,0.051885202527046204,0.040725160390138626,0.025987805798649788,3.0558764934539795
img_0101,convnext_tiny,barn spider,harvestman,wolf spider,garden spider,black widow,0.5108740925788879,0.22937126457691193,0.048835959285497665,0.01124267652630806,0.007416455540806055,2.523775339126587
img_0102,convnext_tiny,leopard,jaguar,cheetah,snow leopard,patas,0.7093862295150757,0.06598319858312607,0.006833397783339024,0.0013654313515871763,0.0007864018552936614,2.2795636653900146
img_0103,convnext_tiny,stingray,electric ray,tiger shark,sandbar,hammerhead,0.4828506112098694,0.07639805972576141,0.0025288236793130636,0.0016763543244451284,0.001378931337967515,3.929748058319092
img_0104,convnext_tiny,snail,slug,conch,ear,violin,0.7858784198760986,0.0026834802702069283,0.001963276183232665,0.000538041815161705,0.0005056903464719653,1.9825177192687988
img_0105,convnext_tiny,tree frog,tailed frog,bullfrog,banded gecko,flatworm,0.5654004812240601,0.1607293337583542,0.002301654079928994,0.0014431541785597801,0.0011675611604005098,2.840423345565796
img_0106,convnext_tiny,mousetrap,umbrella,bow,marmoset,nematode,0.10551659017801285,0.08713528513908386,0.05243894085288048,0.023088552057743073,0.01914108172059059,5.226885795593262
img_0107,convnext_tiny,ladybug,leaf beetle,daisy,ground beetle,dung beetle,0.7365488409996033,0.0445801205933094,0.0026357376482337713,0.0024424244184046984,0.002159646013751626,2.179474115371704
img_0108,convnext_tiny,bow tie,suit,cowboy hat,military uniform,sax,0.48784205317497253,0.08411451429128647,0.06892096996307373,0.05803726986050606,0.012478112243115902,3.130784511566162
img_0109,convnext_tiny,Windsor tie,suit,hand-held computer,notebook,Band Aid,0.4190698266029358,0.23692059516906738,0.03633294999599457,0.016504986211657524,0.012313470244407654,2.9705581665039062
img_0110,convnext_tiny,sarong,swimming trunks,maillot tank suit,maillot,bikini,0.3478246331214905,0.13727839291095734,0.12745867669582367,0.10944787412881851,0.06586688756942749,2.822133779525757
img_0111,convnext_tiny,mountain bike,disk brake,unicycle,bicycle-built-for-two,crash helmet,0.90309739112854,0.012534522451460361,0.004522004630416632,0.0014424993423745036,0.000843047397211194,0.9103251695632935
img_0112,convnext_tiny,palace,dome,monastery,airship,sundial,0.34669092297554016,0.19753853976726532,0.047103151679039,0.027798891067504883,0.023684952408075333,3.3754570484161377
img_0113,convnext_tiny,pedestal,lakeside,seashore,alp,binoculars,0.5436508059501648,0.04978342726826668,0.047134000808000565,0.020834043622016907,0.01972527615725994,3.0028529167175293
img_0114,convnext_tiny,comic book,stage,syringe,mask,microphone,0.45224761962890625,0.09442667663097382,0.06489844620227814,0.03683385252952576,0.026221340522170067,3.0964245796203613
img_0115,convnext_tiny,wig,lipstick,mask,face powder,necklace,0.349886417388916,0.2969447374343872,0.04847489669919014,0.016237055882811546,0.015433103777468204,2.945692539215088
img_0116,convnext_tiny,lab coat,wig,necklace,lipstick,brassiere,0.273161917924881,0.10781073570251465,0.04709902033209801,0.04494220018386841,0.03799324855208397,3.976245164871216
img_0117,convnext_tiny,mosque,palace,dome,planetarium,gondola,0.7888631820678711,0.008411310613155365,0.006615020334720612,0.0014788962434977293,0.0012924381298944354,1.9119833707809448
img_0118,convnext_tiny,perfume,hair slide,brassiere,lipstick,wig,0.4805009663105011,0.0297723226249218,0.013764528557658195,0.01270526833832264,0.012194695882499218,3.662846565246582
img_0119,convnext_tiny,suit,cellular telephone,trench coat,military uniform,sweatshirt,0.06352893263101578,0.04814184084534645,0.04684330150485039,0.034004587680101395,0.02874680794775486,5.36306095123291
img_0120,convnext_tiny,academic gown,kimono,mortarboard,suit,stole,0.15392960608005524,0.11350058019161224,0.10579416900873184,0.0656890943646431,0.055315762758255005,4.40277624130249
img_0121,convnext_tiny,bow tie,suit,Windsor tie,oboe,bolo tie,0.7203835248947144,0.028594696894288063,0.014661903493106365,0.010315936990082264,0.007741385139524937,2.2622928619384766
img_0122,convnext_tiny,safety pin,oboe,suit,bassoon,hand blower,0.5700411796569824,0.057780198752880096,0.054705191403627396,0.0290537066757679,0.025143887847661972,2.6651010513305664
img_0123,convnext_tiny,pier,suspension bridge,promontory,fireboat,container ship,0.3663272559642792,0.3001577854156494,0.01956690289080143,0.013875012286007404,0.007722607813775539,3.236370325088501
img_0124,convnext_tiny,steel arch bridge,pier,lakeside,seashore,sundial,0.5628339052200317,0.04206577688455582,0.04125215485692024,0.028686368837952614,0.028241626918315887,2.782808303833008
img_0125,convnext_tiny,stupa,cliff,cliff dwelling,obelisk,megalith,0.3508230447769165,0.07155298441648483,0.027586130425333977,0.02152610383927822,0.015444223769009113,4.48110818862915
img_0126,convnext_tiny,Windsor tie,suit,bow tie,oboe,bassoon,0.33273735642433167,0.32757872343063354,0.028623512014746666,0.02851191908121109,0.02127118594944477,2.8651716709136963
img_0127,convnext_tiny,space shuttle,parallel bars,marimba,hog,steel drum,0.7815669178962708,0.004557478707283735,0.003353916807100177,0.0030837440863251686,0.002022368833422661,1.9741475582122803
img_0128,convnext_tiny,pier,suspension bridge,fireboat,container ship,promontory,0.8551890254020691,0.03328905627131462,0.00420750305056572,0.0018453162629157305,0.0018238177290186286,1.230985164642334
img_0129,convnext_tiny,planetarium,dome,mosque,palace,lakeside,0.4033294916152954,0.04507589340209961,0.04472510889172554,0.04267699643969536,0.03402506932616234,3.9444117546081543
img_0130,convnext_tiny,mobile home,beacon,planetarium,recreational vehicle,dome,0.34877175092697144,0.1874147206544876,0.06426475942134857,0.04068991169333458,0.032695263624191284,3.2940967082977295
img_0131,convnext_tiny,castle,monastery,palace,valley,alp,0.8450548648834229,0.012243883684277534,0.009424454532563686,0.004776081070303917,0.00371235772036016,1.3883616924285889
img_0132,convnext_tiny,valley,alp,cliff,maze,lakeside,0.4171932339668274,0.2570253014564514,0.08182994276285172,0.025349734351038933,0.014614103361964226,2.7208914756774902
img_0133,convnext_tiny,lakeside,seashore,promontory,valley,cliff,0.31092604994773865,0.09299296140670776,0.06341569125652313,0.05842127278447151,0.05796663463115692,4.044126987457275
